id,regionname,countryname,prodline,lendinginstr,lendinginstrtype,envassesmentcategorycode,supplementprojectflg,productlinetype,projectstatusdisplay,status,project_name,boardapprovaldate,board_approval_month,closingdate,lendprojectcost,ibrdcommamt,idacommamt,totalamt,grantamt,borrower,impagency,url,projectdoc ,majorsector_percent ,sector1,sector2,sector3,sector4,sector5,sector,mjsector1,mjsector2,mjsector3,mjsector4,mjsector5,mjsector,theme1,theme2,theme3,theme4,theme5,theme ,goal,financier,mjtheme1name,mjtheme2name,mjtheme3name,mjtheme4name,mjtheme5name,location
P037383,EUROPE AND CENTRAL ASIA,French Republic;French Republic,PE,Structural Adjustment Loan,AD,,N,L,Closed,Closed,Reconstruction Project,1947-05-09T00:00:00Z,May,1947-12-31T00:00:00Z,250;000;000,250;000;000,0,250;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037383,,,(Historic)Economic management!$!100!$!ME,,,,,(Historic)Economic management;(Historic)Economic management,(Historic)Multisector!$!MX,,,,,(Historic)Multisector;(Historic)Multisector,!$!0,,,,,,,,,,,,,
P037452,EUROPE AND CENTRAL ASIA,Kingdom of the Netherlands;Kingdom of the Netherlands,PE,Structural Adjustment Loan,AD,,N,L,Closed,Closed,Post-war Reconstruction Project,1947-08-07T00:00:00Z,August,1948-06-30T00:00:00Z,195;000;000,195;000;000,0,195;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037452,,,(Historic)Economic management!$!100!$!ME,,,,,(Historic)Economic management;(Historic)Economic management,(Historic)Multisector!$!MX,,,,,(Historic)Multisector;(Historic)Multisector,!$!0,,,,,,,,,,,,,
P037362,EUROPE AND CENTRAL ASIA,Kingdom of Denmark;Kingdom of Denmark,PE,Structural Adjustment Loan,AD,,N,L,Closed,Closed,Post War Reconstruction Project,1947-08-22T00:00:00Z,August,1949-03-31T00:00:00Z,40;000;000,40;000;000,0,40;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037362,,,(Historic)Economic management!$!100!$!ME,,,,,(Historic)Economic management;(Historic)Economic management,(Historic)Multisector!$!MX,,,,,(Historic)Multisector;(Historic)Multisector,!$!0,,,,,,,,,,,,,
P037451,EUROPE AND CENTRAL ASIA,Grand Duchy of Luxembourg;Grand Duchy of Luxembourg,PE,Structural Adjustment Loan,AD,,N,L,Closed,Closed,Steel Mill and Railway Project,1947-08-28T00:00:00Z,August,1949-03-31T00:00:00Z,12;000;000,12;000;000,0,12;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037451,,,(Historic)Economic management!$!100!$!ME,,,,,(Historic)Economic management;(Historic)Economic management,(Historic)Multisector!$!MX,,,,,(Historic)Multisector;(Historic)Multisector,!$!0,,,,,,,,,,,,,
P037453,EUROPE AND CENTRAL ASIA,Kingdom of the Netherlands;Kingdom of the Netherlands,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Netherland Line Project,1948-07-01T00:00:00Z,July,1948-08-03T00:00:00Z,4;000;000,4;000;000,0,4;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037453,,,(Historic)Transportation adjustment!$!100!$!TT,,,,,(Historic)Transportation adjustment;(Historic)Transportation adjustment,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P037454,EUROPE AND CENTRAL ASIA,Kingdom of the Netherlands;Kingdom of the Netherlands,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,United Netherlands Navigation Project,1948-07-01T00:00:00Z,July,1948-08-03T00:00:00Z,2;000;000,2;000;000,0,2;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037454,,,(Historic)Transportation adjustment!$!100!$!TT,,,,,(Historic)Transportation adjustment;(Historic)Transportation adjustment,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P037455,EUROPE AND CENTRAL ASIA,Kingdom of the Netherlands;Kingdom of the Netherlands,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Holland America Lijn Project,1948-07-01T00:00:00Z,July,1948-08-03T00:00:00Z,2;000;000,2;000;000,0,2;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037455,,,(Historic)Transportation adjustment!$!100!$!TT,,,,,(Historic)Transportation adjustment;(Historic)Transportation adjustment,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P037358,EUROPE AND CENTRAL ASIA,Kingdom of Belgium;Kingdom of Belgium,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Steel and Power Equipment Project,1949-02-08T00:00:00Z,February,1952-06-01T00:00:00Z,16;000;000,16;000;000,0,16;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037358,,,(Historic)Industrial adjustment!$!100!$!II,,,,,(Historic)Industrial adjustment;(Historic)Industrial adjustment,(Historic)Industry!$!IX,,,,,(Historic)Industry;(Historic)Industry,!$!0,,,,,,,,,,,,,
P037456,EUROPE AND CENTRAL ASIA,Kingdom of the Netherlands;Kingdom of the Netherlands,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,N. V. Rotterdamsche-lloyd Project,1949-07-06T00:00:00Z,July,1948-08-03T00:00:00Z,4;000;000,4;000;000,0,4;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037456,,,(Historic)Transportation adjustment!$!100!$!TT,,,,,(Historic)Transportation adjustment;(Historic)Transportation adjustment,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P037366,EUROPE AND CENTRAL ASIA,Republic of Finland;Republic of Finland,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Electric Power and Industrial Project,1949-07-26T00:00:00Z,July,1953-12-31T00:00:00Z,12;500;000,12;500;000,0,12;500;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037366,,,(Historic)Industrial adjustment!$!100!$!II,,,,,(Historic)Industrial adjustment;(Historic)Industrial adjustment,(Historic)Industry!$!IX,,,,,(Historic)Industry;(Historic)Industry,!$!0,,,,,,,,,,,,,
P037365,EUROPE AND CENTRAL ASIA,Republic of Finland;Republic of Finland,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Agriculture Timber Equipment Project,1949-10-13T00:00:00Z,October,1951-09-30T00:00:00Z,2;300;000,2;300;000,0,2;300;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037365,,,Forestry!$!100!$!AT,,,,,Forestry;Forestry,Agriculture; fishing; and forestry!$!AX,,,,,Agriculture; fishing; and forestry;Agriculture; fishing; and forestry,!$!0,,,,,,,,,,,,,
P009133,EUROPE AND CENTRAL ASIA,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Agriculture Timber Equipment Project,1949-10-17T00:00:00Z,October,1950-12-31T00:00:00Z,2;700;000,2;700;000,0,2;700;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P009133,,,Forestry!$!100!$!AT,,,,,Forestry;Forestry,Agriculture; fishing; and forestry!$!AX,,,,,Agriculture; fishing; and forestry;Agriculture; fishing; and forestry,!$!0,,,,,,,,,,,,,
P008872,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Grain Storage Project,1950-07-07T00:00:00Z,July,1958-08-30T00:00:00Z,3;900;000,3;900;000,0,3;900;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008872,,,(Historic)Agro-industry and marketing!$!100!$!AM,,,,,(Historic)Agro-industry and marketing;(Historic)Agro-industry and marketing,Agriculture; fishing; and forestry!$!AX,,,,,Agriculture; fishing; and forestry;Agriculture; fishing; and forestry,!$!0,,,,,,,,,,,,,
P008874,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Port Project,1950-07-07T00:00:00Z,July,1961-06-30T00:00:00Z,12;500;000,12;500;000,0,12;500;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008874,,,Ports; waterways and shipping!$!100!$!TP,,,,,Ports; waterways and shipping;Ports; waterways and shipping,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P008873,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Financial Intermediary Loan,IN,,N,L,Closed,Closed,Development Bank of Turkey Project (01),1950-10-19T00:00:00Z,October,1957-12-31T00:00:00Z,9;000;000,9;000;000,0,9;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008873,,,(Historic)Other finance!$!100!$!FY,,,,,(Historic)Other finance;(Historic)Other finance,Finance!$!FX,,,,,Finance;Finance,!$!0,,,,,,,,,,,,,
P037384,EUROPE AND CENTRAL ASIA,Republic of Iceland;Republic of Iceland,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Power Project,1951-06-14T00:00:00Z,June,1954-02-28T00:00:00Z,2;500;000,2;500;000,0,2;500;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037384,,,(Historic)Hydro!$!100!$!PH,,,,,(Historic)Hydro;(Historic)Hydro,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P037359,EUROPE AND CENTRAL ASIA,Kingdom of Belgium;Kingdom of Belgium,PE,Structural Adjustment Loan,AD,,N,L,Closed,Closed,Belgium Congo Development Plan Project,1951-09-13T00:00:00Z,September,1954-09-30T00:00:00Z,30;000;000,30;000;000,0,30;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037359,,,(Historic)Economic management!$!100!$!ME,,,,,(Historic)Economic management;(Historic)Economic management,(Historic)Multisector!$!MX,,,,,(Historic)Multisector;(Historic)Multisector,!$!0,,,,,,,,,,,,,
P037413,EUROPE AND CENTRAL ASIA,Italian Republic;Italian Republic,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Equipment for Development Project,1951-10-10T00:00:00Z,October,1953-09-30T00:00:00Z,10;000;000,10;000;000,0,10;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037413,,,(Historic)Industrial adjustment!$!100!$!II,,,,,(Historic)Industrial adjustment;(Historic)Industrial adjustment,(Historic)Industry!$!IX,,,,,(Historic)Industry;(Historic)Industry,!$!0,,,,,,,,,,,,,
P009134,EUROPE AND CENTRAL ASIA,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Structural Adjustment Loan,AD,,N,L,Closed,Closed,Power Mining Industry Project,1951-10-11T00:00:00Z,October,1957-12-31T00:00:00Z,28;000;000,28;000;000,0,28;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P009134,,,(Historic)Economic management!$!100!$!ME,,,,,(Historic)Economic management;(Historic)Economic management,(Historic)Multisector!$!MX,,,,,(Historic)Multisector;(Historic)Multisector,!$!0,,,,,,,,,,,,,
P037385,EUROPE AND CENTRAL ASIA,Republic of Iceland;Republic of Iceland,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Agriculture Project,1951-10-31T00:00:00Z,October,1953-03-31T00:00:00Z,1;000;000,1;000;000,0,1;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037385,,,(Historic)Agriculture adjustment!$!100!$!AA,,,,,(Historic)Agriculture adjustment;(Historic)Agriculture adjustment,Agriculture; fishing; and forestry!$!AX,,,,,Agriculture; fishing; and forestry;Agriculture; fishing; and forestry,!$!0,,,,,,,,,,,,,
P037457,EUROPE AND CENTRAL ASIA,Kingdom of the Netherlands;Kingdom of the Netherlands,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Chemical Textile Project,1952-03-20T00:00:00Z,March,1953-12-01T00:00:00Z,15;000;000,15;000;000,0,15;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037457,,,(Historic)Industrial adjustment!$!100!$!II,,,,,(Historic)Industrial adjustment;(Historic)Industrial adjustment,(Historic)Industry!$!IX,,,,,(Historic)Industry;(Historic)Industry,!$!0,,,,,,,,,,,,,
P037367,EUROPE AND CENTRAL ASIA,Republic of Finland;Republic of Finland,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Industry Project,1952-04-29T00:00:00Z,April,1957-06-30T00:00:00Z,20;000;000,20;000;000,0,20;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037367,,,(Historic)Industrial adjustment!$!100!$!II,,,,,(Historic)Industrial adjustment;(Historic)Industrial adjustment,(Historic)Industry!$!IX,,,,,(Historic)Industry;(Historic)Industry,!$!0,,,,,,,,,,,,,
P008875,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Seyan Dam Project,1952-06-18T00:00:00Z,June,1961-06-30T00:00:00Z,25;200;000,25;200;000,0,25;200;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008875,,,(Historic)Electric power and other energy adjustment!$!100!$!PP,,,,,(Historic)Electric power and other energy adjustment;(Historic)Electric power and other energy adjustment,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P037386,EUROPE AND CENTRAL ASIA,Republic of Iceland;Republic of Iceland,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Fertilizer Plant Project,1952-08-25T00:00:00Z,August,1954-03-31T00:00:00Z,900;000,900;000,0,900;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037386,,,(Historic)Industrial adjustment!$!100!$!II,,,,,(Historic)Industrial adjustment;(Historic)Industrial adjustment,(Historic)Industry!$!IX,,,,,(Historic)Industry;(Historic)Industry,!$!0,,,,,,,,,,,,,
P037368,EUROPE AND CENTRAL ASIA,Republic of Finland;Republic of Finland,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Industry Project,1952-11-12T00:00:00Z,November,1957-06-30T00:00:00Z,3;500;000,3;500;000,0,3;500;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037368,,,(Historic)Industrial adjustment!$!100!$!II,,,,,(Historic)Industrial adjustment;(Historic)Industrial adjustment,(Historic)Industry!$!IX,,,,,(Historic)Industry;(Historic)Industry,!$!0,,,,,,,,,,,,,
P009135,EUROPE AND CENTRAL ASIA,Socialist Federal Republic of Yugoslavia;Socialist Federal Republic of Yugoslavia,PE,Structural Adjustment Loan,AD,,N,L,Closed,Closed,Power Mining Industry Project,1953-02-11T00:00:00Z,February,1957-12-31T00:00:00Z,30;000;000,30;000;000,0,30;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P009135,,,(Historic)Economic management!$!100!$!ME,,,,,(Historic)Economic management;(Historic)Economic management,(Historic)Multisector!$!MX,,,,,(Historic)Multisector;(Historic)Multisector,!$!0,,,,,,,,,,,,,
P037387,EUROPE AND CENTRAL ASIA,Republic of Iceland;Republic of Iceland,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Agricultural Development Project,1953-09-03T00:00:00Z,September,1955-03-31T00:00:00Z,1;300;000,1;300;000,0,1;300;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037387,,,(Historic)Agriculture adjustment!$!100!$!AA,,,,,(Historic)Agriculture adjustment;(Historic)Agriculture adjustment,Agriculture; fishing; and forestry!$!AX,,,,,Agriculture; fishing; and forestry;Agriculture; fishing; and forestry,!$!0,,,,,,,,,,,,,
P037388,EUROPE AND CENTRAL ASIA,Republic of Iceland;Republic of Iceland,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Telecommunications Project,1953-09-03T00:00:00Z,September,1955-09-01T00:00:00Z,300;000,300;000,0,300;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037388,,,(Historic)Telecommunications and informatics!$!100!$!CC,,,,,(Historic)Telecommunications and informatics;(Historic)Telecommunications and informatics,Information and communications!$!CX,,,,,Information and communications;Information and communications,!$!0,,,,,,,,,,,,,
P008876,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Financial Intermediary Loan,IN,,N,L,Closed,Closed,Development Bank of Turkey Project (02),1953-09-10T00:00:00Z,September,1961-04-30T00:00:00Z,9;000;000,9;000;000,0,9;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008876,,,(Historic)Other finance!$!100!$!FY,,,,,(Historic)Other finance;(Historic)Other finance,Finance!$!FX,,,,,Finance;Finance,!$!0,,,,,,,,,,,,,
P037414,EUROPE AND CENTRAL ASIA,Italian Republic;Italian Republic,PE,Structural Adjustment Loan,AD,,N,L,Closed,Closed,Non Project - Cassa Per Il Mezzogiorno,1953-10-06T00:00:00Z,October,1954-09-30T00:00:00Z,10;000;000,10;000;000,0,10;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037414,,,(Historic)Economic management!$!100!$!ME,,,,,(Historic)Economic management;(Historic)Economic management,(Historic)Multisector!$!MX,,,,,(Historic)Multisector;(Historic)Multisector,!$!0,,,,,,,,,,,,,
P008877,EUROPE AND CENTRAL ASIA,Republic of Turkey;Republic of Turkey,PE,Specific Investment Loan,IN,,Y,L,Closed,Closed,PORT DEVT I SUPPL,1954-02-25T00:00:00Z,February,,3;800;000,3;800;000,0,3;800;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P008877,,,Ports; waterways and shipping!$!100!$!TP,,,,,Ports; waterways and shipping;Ports; waterways and shipping,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P037466,EUROPE AND CENTRAL ASIA,Kingdom of Norway;Kingdom of Norway,PE,Structural Adjustment Loan,AD,,N,L,Closed,Closed,General Development Project,1954-04-08T00:00:00Z,April,1954-12-31T00:00:00Z,25;000;000,25;000;000,0,25;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037466,,,(Historic)Economic management!$!100!$!ME,,,,,(Historic)Economic management;(Historic)Economic management,(Historic)Multisector!$!MX,,,,,(Historic)Multisector;(Historic)Multisector,!$!0,,,,,,,,,,,,,
P037349,EUROPE AND CENTRAL ASIA,Republic of Austria;Republic of Austria,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Electric Power Project,1954-07-01T00:00:00Z,July,1959-03-31T00:00:00Z,12;000;000,12;000;000,0,12;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037349,,,(Historic)Electric power and other energy adjustment!$!100!$!PP,,,,,(Historic)Electric power and other energy adjustment;(Historic)Electric power and other energy adjustment,(Historic)Electric Power & Other Energy!$!PX,,,,,(Historic)Electric Power & Other Energy;(Historic)Electric Power & Other Energy,!$!0,,,,,,,,,,,,,
P037360,EUROPE AND CENTRAL ASIA,Kingdom of Belgium;Kingdom of Belgium,PE,Specific Investment Loan,IN,,N,L,Closed,Closed,Port and Waterways Project,1954-12-10T00:00:00Z,December,1957-06-30T00:00:00Z,20;000;000,20;000;000,0,20;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037360,,,Ports; waterways and shipping!$!100!$!TP,,,,,Ports; waterways and shipping;Ports; waterways and shipping,Transportation!$!TX,,,,,Transportation;Transportation,!$!0,,,,,,,,,,,,,
P037369,EUROPE AND CENTRAL ASIA,Republic of Finland;Republic of Finland,PE,Sector Investment and Maintenance Loan,IN,,N,L,Closed,Closed,Industry Project,1955-03-24T00:00:00Z,March,1958-06-30T00:00:00Z,12;000;000,12;000;000,0,12;000;000,0,,,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P037369,,,(Historic)Industrial adjustment!$!100!$!II,,,,,(Historic)Industrial adjustment;(Historic)Industrial adjustment,(Historic)Industry!$!IX,,,,,(Historic)Industry;(Historic)Industry,!$!0,,,,,,,,,,,,,
